ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL,index
0767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Surya Das,1998,Broadway Books,http://images.amazon.com/images/P/0767901576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767901576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767901576.01.LZZZZZZZ.jpg,7540
0609805509,Debbie Travis' Painted House Living &amp; Dining Rooms: 60 Stylish Projects to Transform Your Home,Debbie Travis,2001,Three Rivers Press (CA),http://images.amazon.com/images/P/0609805509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609805509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609805509.01.LZZZZZZZ.jpg,7572
0486292568,Wuthering Heights (Dover Thrift Editions),Emily Bronte,1996,Dover Publications,http://images.amazon.com/images/P/0486292568.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486292568.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486292568.01.LZZZZZZZ.jpg,7628
0486270734,Favorite Poems (Dover Thrift Editions),William Wordsworth,1992,Dover Publications,http://images.amazon.com/images/P/0486270734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486270734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486270734.01.LZZZZZZZ.jpg,7634
0399138250,Without Remorse,Tom Clancy,1993,Putnam Publishing Group,http://images.amazon.com/images/P/0399138250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138250.01.LZZZZZZZ.jpg,7691
051718608X,Colorado (Photographic Tour Series),Ted Landphair,1997,Crescent Books,http://images.amazon.com/images/P/051718608X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051718608X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051718608X.01.LZZZZZZZ.jpg,7844
0439051630,Chick Challenge (Animal Ark Pets),Ben M. Baglio,1999,Scholastic,http://images.amazon.com/images/P/0439051630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439051630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439051630.01.LZZZZZZZ.jpg,7960
0590426796,Lighthouse Mystery,Gertrude C Warner,0,Scholastic Inc,http://images.amazon.com/images/P/0590426796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590426796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590426796.01.LZZZZZZZ.jpg,8081
0385318413,What Your Kindergartner Needs to Know: Preparing Your Child for a Lifetime of Learning (Core Knowledge Series),E. D. Hirsch,1997,Delta Trade Paperbacks,http://images.amazon.com/images/P/0385318413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385318413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385318413.01.LZZZZZZZ.jpg,8322
0440215900,Walking After Midnight,KAREN ROBARDS,1995,Dell,http://images.amazon.com/images/P/0440215900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215900.01.LZZZZZZZ.jpg,8385
3446152962,Das Phantom der Oper.,Gaston Leroux,1994,Carl Hanser,http://images.amazon.com/images/P/3446152962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446152962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446152962.01.LZZZZZZZ.jpg,8751
8427027516,Loca De Amor,C. Hermary-Vieille,2003,Editorial Planeta,http://images.amazon.com/images/P/8427027516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8427027516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8427027516.01.LZZZZZZZ.jpg,8971
0743421922,Look to Windward,Iain M. Banks,2002,Star Trek,http://images.amazon.com/images/P/0743421922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743421922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743421922.01.LZZZZZZZ.jpg,9018
0505525496,Got a Hold on You,Pat White,2003,Love Spell,http://images.amazon.com/images/P/0505525496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505525496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505525496.01.LZZZZZZZ.jpg,9137
0061091464,The Thief of Always,Clive Barker,1993,HarperTorch,http://images.amazon.com/images/P/0061091464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061091464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061091464.01.LZZZZZZZ.jpg,9367
0553114271,Scarlatti Inheritance,Robert Ludlum,1982,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553114271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553114271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553114271.01.LZZZZZZZ.jpg,9410
0812519329,Psycho,Robert Bloch,1989,Tor Books,http://images.amazon.com/images/P/0812519329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812519329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812519329.01.LZZZZZZZ.jpg,9486
1568360428,The Delany Sisters' Book of Everyday Wisdom,Sarah Louise Delany,1994,Kodansha America,http://images.amazon.com/images/P/1568360428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568360428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568360428.01.LZZZZZZZ.jpg,9523
0898620600,"Weight, Sex, and Marriage: A Delicate Balance",Richard B. Stuart,1994,Guilford Publications,http://images.amazon.com/images/P/0898620600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898620600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898620600.01.LZZZZZZZ.jpg,9611
0385500696,The Fortress of Solitude : A Novel,JONATHAN LETHEM,2003,Doubleday,http://images.amazon.com/images/P/0385500696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385500696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385500696.01.LZZZZZZZ.jpg,9825
0425157474,Chance,Robert B. Parker,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425157474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425157474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425157474.01.LZZZZZZZ.jpg,9850
0553057758,Skinny Legs and All,Tom Robbins,1990,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553057758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553057758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553057758.01.LZZZZZZZ.jpg,9915
0451169522,Misery,Stephen King,2004,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg,9987
0062508342,The Tibetan Book of Living and Dying: The Spiritual Classic &amp; International Bestseller; Revised and Updated Edition,Sogyal Rinpoche,1994,HarperSanFrancisco,http://images.amazon.com/images/P/0062508342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062508342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062508342.01.LZZZZZZZ.jpg,10351
0789426277,Forgotten Fire,Adam Bagdasarian,2000,DK Publishing Inc,http://images.amazon.com/images/P/0789426277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789426277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789426277.01.LZZZZZZZ.jpg,10479
0671733893,"Q-In-Law (Star Trek The Next Generation, No 18)",Peter David,1991,Star Trek,http://images.amazon.com/images/P/0671733893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671733893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671733893.01.LZZZZZZZ.jpg,10513
0067575986,Provence: the Beautiful Cookbook,Richard Olney,1999,HarperCollins Publishers,http://images.amazon.com/images/P/0067575986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0067575986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0067575986.01.LZZZZZZZ.jpg,10682
0821223275,"The Ancient Egypt Pack: A Three-Dimensional Celebration of Egyptian Mythology, Culture, Art, Life and Afterlife (Cleopatras Eye)",Christos Kondeatis,1996,Bulfinch Press,http://images.amazon.com/images/P/0821223275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821223275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821223275.01.LZZZZZZZ.jpg,10830
1878702033,Winterfire,Lois F. Dyer,1990,Meteor Publishing Corporation,http://images.amazon.com/images/P/1878702033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878702033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878702033.01.LZZZZZZZ.jpg,10893
0671836862,CODE CONQUISTDOR,Kelli M. Gary,1982,Pocket,http://images.amazon.com/images/P/0671836862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671836862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671836862.01.LZZZZZZZ.jpg,10915
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0375401601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375401601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375401601.01.LZZZZZZZ.jpg,10932
0843953780,Eyeliner of the Gods,Katie Maxwell,2004,Smooch,http://images.amazon.com/images/P/0843953780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843953780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843953780.01.LZZZZZZZ.jpg,11029
0373245025,Cattleman's Honor  (winchester brides),Pamela Toth,2002,Silhouette,http://images.amazon.com/images/P/0373245025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373245025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373245025.01.LZZZZZZZ.jpg,11031
0030448565,Doonesbury's Greatest Hits,G. B. Trudeau,1978,Holt Rinehart and Winston,http://images.amazon.com/images/P/0030448565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030448565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030448565.01.LZZZZZZZ.jpg,11115
0743463544,The Man I Should Have Married,Pamela Redmond Satran,2003,Downtown Press,http://images.amazon.com/images/P/0743463544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743463544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743463544.01.LZZZZZZZ.jpg,11267
078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1999,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/078670621X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078670621X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078670621X.01.LZZZZZZZ.jpg,11280
0679774025,All over but the Shoutin',Rick Bragg,1998,Vintage Books USA,http://images.amazon.com/images/P/0679774025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679774025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679774025.01.LZZZZZZZ.jpg,11311
0345285859,Shibumi,Trevanian,1980,Not Avail,http://images.amazon.com/images/P/0345285859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345285859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345285859.01.LZZZZZZZ.jpg,11359
0812531353,The Boat of a Million Years,Poul Anderson,1994,Tor Books,http://images.amazon.com/images/P/0812531353.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812531353.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812531353.01.LZZZZZZZ.jpg,11456
055329508X,Dream Weavers,Phillip Shelby,1992,Bantam Books,http://images.amazon.com/images/P/055329508X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055329508X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055329508X.01.LZZZZZZZ.jpg,11483
0446518859,The Juror,George Dawes Green,1995,Warner Books Inc,http://images.amazon.com/images/P/0446518859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446518859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446518859.01.LZZZZZZZ.jpg,11704
0743227123,The Fabulist,Stephen Glass,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743227123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743227123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743227123.01.LZZZZZZZ.jpg,12125
1568655622,Wash Your Hair With Whipped Cream,Joey Green,1997,Bantam Doubleday Dell,http://images.amazon.com/images/P/1568655622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568655622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568655622.01.LZZZZZZZ.jpg,12148
